id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
33,16,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[144, 113], [143, 190], [166, 195], [168, 124]]",cabinet door,0.388,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.28,82.0,25.0,"{""above"": null, ""below"": null, ""left"": 29, ""right"": 31, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1479, 'dishwasher': 0.5314, 'microwave': 0.2558, 'toaster': 0.1372, 'electronic kettle': 0.6488, 'oven': 0.1318, 'coffee machine': 0.4584, 'dish': 0.4543, 'sink': 0.4141}","{'refrigerator': 73.02, 'dishwasher': 21.07, 'microwave': 13.41, 'toaster': 45.22, 'electronic kettle': 12.43, 'oven': 98.27, 'coffee machine': 13.71, 'dish': 13.01, 'sink': 13.57}",[],cabinet door
34,17,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[292, 159], [262, 162], [266, 232], [294, 230]]",cabinet door,0.479,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.281,73.0,32.0,"{""above"": null, ""below"": null, ""left"": 24, ""right"": 32, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""toaster"", ""bottom_right"": null}","{'refrigerator': 0.1293, 'dishwasher': 0.4013, 'microwave': 0.1263, 'toaster': 0.0631, 'electronic kettle': 0.5192, 'oven': 0.1688, 'coffee machine': 0.3285, 'dish': 0.3247, 'sink': 0.2843}","{'refrigerator': 128.64, 'dishwasher': 22.03, 'microwave': 8.58, 'toaster': 115.57, 'electronic kettle': 11.01, 'oven': 147.81, 'coffee machine': 11.98, 'dish': 10.98, 'sink': 11.5}",[],cabinet door
35,18,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[201, 139], [201, 185], [219, 191], [222, 187], [221, 144]]",cabinet door,0.392,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.476,52.0,21.0,"{""above"": null, ""below"": null, ""left"": 31, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 24}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1285, 'dishwasher': 0.4726, 'microwave': 0.1963, 'toaster': 0.0922, 'electronic kettle': 0.5893, 'oven': 0.1396, 'coffee machine': 0.3989, 'dish': 0.3948, 'sink': 0.3546}","{'refrigerator': 96.56, 'dishwasher': 22.03, 'microwave': 13.41, 'toaster': 65.11, 'electronic kettle': 12.33, 'oven': 123.37, 'coffee machine': 13.76, 'dish': 12.96, 'sink': 13.6}",[],cabinet door
36,19,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[732, 323], [733, 323]]",drawer,0.329,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,0.0,0.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.5379, 'dishwasher': 0.0874, 'microwave': 0.349, 'toaster': 0.4889, 'electronic kettle': 0.0605, 'oven': 0.6005, 'coffee machine': 0.1477, 'dish': 0.1528, 'sink': 0.1916}","{'refrigerator': 182.87, 'dishwasher': 165.0, 'microwave': 198.21, 'toaster': 188.35, 'electronic kettle': 331.6, 'oven': 183.63, 'coffee machine': 203.86, 'dish': 205.64, 'sink': 201.84}",[],drawer
37,20,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[676, 308], [675, 330], [736, 353], [737, 331], [726, 326], [727, 320]]",cabinet door,0.329,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,0.726,45.0,62.0,"{""above"": null, ""below"": 39, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.5184, 'dishwasher': 0.067, 'microwave': 0.332, 'toaster': 0.4701, 'electronic kettle': 0.0804, 'oven': 0.5811, 'coffee machine': 0.1323, 'dish': 0.1378, 'sink': 0.1755}","{'refrigerator': 183.54, 'dishwasher': 164.78, 'microwave': 200.1, 'toaster': 189.3, 'electronic kettle': 335.15, 'oven': 184.25, 'coffee machine': 209.33, 'dish': 211.09, 'sink': 205.76}",[],cabinet door
38,21,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[111, 97], [119, 187], [140, 191], [140, 113]]",drawer,0.374,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.241,94.0,29.0,"{""above"": null, ""below"": 29, ""left"": null, ""right"": 33, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.166, 'dishwasher': 0.5605, 'microwave': 0.2849, 'toaster': 0.1635, 'electronic kettle': 0.6779, 'oven': 0.1392, 'coffee machine': 0.4875, 'dish': 0.4834, 'sink': 0.4432}","{'refrigerator': 64.65, 'dishwasher': 20.86, 'microwave': 13.78, 'toaster': 40.39, 'electronic kettle': 12.63, 'oven': 86.32, 'coffee machine': 13.91, 'dish': 13.26, 'sink': 13.8}",[],drawer
39,22,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[674, 307], [673, 405], [735, 450], [739, 326]]",cabinet door,0.487,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,2.167,143.0,66.0,"{""above"": 37, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": ""electronic kettle"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.5155, 'dishwasher': 0.063, 'microwave': 0.3429, 'toaster': 0.4719, 'electronic kettle': 0.1122, 'oven': 0.5785, 'coffee machine': 0.1532, 'dish': 0.1596, 'sink': 0.1928}","{'refrigerator': 188.5, 'dishwasher': 205.03, 'microwave': 207.5, 'toaster': 194.76, 'electronic kettle': 315.93, 'oven': 188.68, 'coffee machine': 225.35, 'dish': 226.28, 'sink': 218.7}",[],cabinet door
40,23,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[515, 158], [513, 229], [544, 231], [546, 160]]",cabinet door,0.318,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.212,73.0,33.0,"{""above"": null, ""below"": null, ""left"": 19, ""right"": 20, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""sink""}","{'refrigerator': 0.3484, 'dishwasher': 0.1933, 'microwave': 0.129, 'toaster': 0.2856, 'electronic kettle': 0.2762, 'oven': 0.4056, 'coffee machine': 0.0979, 'dish': 0.0916, 'sink': 0.0636}","{'refrigerator': 162.93, 'dishwasher': 51.76, 'microwave': 171.03, 'toaster': 168.24, 'electronic kettle': 21.33, 'oven': 167.01, 'coffee machine': 45.18, 'dish': 43.55, 'sink': 65.61}",[],cabinet door
41,24,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[603, 305], [601, 355], [623, 370], [624, 312]]",cabinet door,0.303,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,2.826,65.0,23.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4187, 'dishwasher': 0.0373, 'microwave': 0.2437, 'toaster': 0.3728, 'electronic kettle': 0.1784, 'oven': 0.4816, 'coffee machine': 0.0738, 'dish': 0.0806, 'sink': 0.1016}","{'refrigerator': 185.42, 'dishwasher': 15.63, 'microwave': 209.95, 'toaster': 192.95, 'electronic kettle': 346.61, 'oven': 186.03, 'coffee machine': 258.52, 'dish': 257.57, 'sink': 235.58}",[],cabinet door
42,1,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[807, 492], [803, 651], [817, 665], [869, 662], [868, 514]]",cabinet door,0.505,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,2.621,173.0,66.0,"{""above"": null, ""below"": null, ""left"": 48, ""right"": 64, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.6844, 'stove': 0.5539, 'oven': 0.5425, 'electronic kettle': 0.5025, 'toaster': 0.4885, 'sink': 0.2763, 'dish rack': 0.6318, 'microwave': 0.2395}","{'coffee machine': 191.5, 'stove': 188.62, 'oven': 190.47, 'electronic kettle': 174.59, 'toaster': 175.98, 'sink': 205.63, 'dish rack': 190.86, 'microwave': 190.74}",[],cabinet door
43,2,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[91, 47], [90, 123], [163, 157], [163, 96]]",cabinet door,0.406,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",above,1.507,110.0,73.0,"{""above"": null, ""below"": null, ""left"": 61, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 46, ""bottom_right"": 63}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.2846, 'stove': 0.3279, 'oven': 0.3146, 'electronic kettle': 0.4641, 'toaster': 0.454, 'sink': 0.4449, 'dish rack': 0.2914, 'microwave': 0.5063}","{'coffee machine': 107.01, 'stove': 83.04, 'oven': 80.14, 'electronic kettle': 79.18, 'toaster': 77.27, 'sink': 40.51, 'dish rack': 96.52, 'microwave': 45.94}",[],cabinet door
44,3,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[712, 437], [708, 544], [735, 575], [736, 452]]",cabinet door,0.42,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,4.929,138.0,28.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 53, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 48}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.5819, 'stove': 0.4561, 'oven': 0.4424, 'electronic kettle': 0.4277, 'toaster': 0.4116, 'sink': 0.1627, 'dish rack': 0.5304, 'microwave': 0.1477}","{'coffee machine': 185.67, 'stove': 180.52, 'oven': 182.55, 'electronic kettle': 162.83, 'toaster': 164.05, 'sink': 194.47, 'dish rack': 184.34, 'microwave': 166.6}",[],cabinet door
45,4,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[322, 462], [306, 474], [307, 561], [326, 540]]",cabinet door,0.386,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,4.95,99.0,20.0,"{""above"": 65, ""below"": null, ""left"": 67, ""right"": null, ""top_left"": null, ""top_right"": 62, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.2484, 'stove': 0.1175, 'oven': 0.1061, 'electronic kettle': 0.1389, 'toaster': 0.1212, 'sink': 0.1874, 'dish rack': 0.1954, 'microwave': 0.1973}","{'coffee machine': 194.83, 'stove': 184.97, 'oven': 194.03, 'electronic kettle': 120.1, 'toaster': 117.93, 'sink': 345.57, 'dish rack': 193.68, 'microwave': 8.22}",[],cabinet door
46,5,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[0, 90], [0, 353], [71, 351], [75, 128]]",cabinet door,0.312,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",above,3.507,263.0,75.0,"{""above"": 61, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 43, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""coffee machine"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""dish rack""}","{'coffee machine': 0.1685, 'stove': 0.2497, 'oven': 0.2432, 'electronic kettle': 0.3877, 'toaster': 0.3816, 'sink': 0.453, 'dish rack': 0.1904, 'microwave': 0.5001}","{'coffee machine': 92.78, 'stove': 62.62, 'oven': 57.98, 'electronic kettle': 65.26, 'toaster': 62.68, 'sink': 24.13, 'dish rack': 77.25, 'microwave': 31.34}",[],cabinet door
47,6,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[161, 517], [93, 557], [93, 607], [160, 564]]",drawer,0.425,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,1.324,90.0,68.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 50, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""sink"", ""top_left"": null, ""top_right"": ""stove"", ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.1354, 'stove': 0.0666, 'oven': 0.0875, 'electronic kettle': 0.1163, 'toaster': 0.1187, 'sink': 0.35, 'dish rack': 0.0954, 'microwave': 0.3524}","{'coffee machine': 232.07, 'stove': 306.62, 'oven': 307.99, 'electronic kettle': 41.45, 'toaster': 32.55, 'sink': 345.11, 'dish rack': 249.72, 'microwave': 357.55}",[],drawer
48,7,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[740, 489], [741, 584], [798, 644], [797, 523]]",cabinet door,0.36,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,2.672,155.0,58.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 42, ""top_left"": 44, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.6266, 'stove': 0.4973, 'oven': 0.4852, 'electronic kettle': 0.4539, 'toaster': 0.4391, 'sink': 0.2152, 'dish rack': 0.5742, 'microwave': 0.1827}","{'coffee machine': 189.72, 'stove': 186.05, 'oven': 188.05, 'electronic kettle': 170.11, 'toaster': 171.5, 'sink': 204.4, 'dish rack': 188.86, 'microwave': 184.4}",[],cabinet door
49,8,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[677, 419], [676, 516], [693, 530], [694, 428]]",cabinet door,0.35,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,6.167,111.0,18.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 53}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.5487, 'stove': 0.4252, 'oven': 0.4106, 'electronic kettle': 0.4061, 'toaster': 0.3893, 'sink': 0.1272, 'dish rack': 0.4978, 'microwave': 0.1265}","{'coffee machine': 183.51, 'stove': 177.34, 'oven': 179.41, 'electronic kettle': 158.3, 'toaster': 159.39, 'sink': 187.56, 'dish rack': 181.87, 'microwave': 152.63}",[],cabinet door
50,9,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[85, 564], [0, 608], [0, 666], [28, 654], [23, 641], [51, 639], [87, 615]]",drawer,0.39,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,1.172,102.0,87.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 47, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.1616, 'stove': 0.156, 'oven': 0.1769, 'electronic kettle': 0.1616, 'toaster': 0.1732, 'sink': 0.4358, 'dish rack': 0.1493, 'microwave': 0.4306}","{'coffee machine': 266.32, 'stove': 316.22, 'oven': 315.76, 'electronic kettle': 8.0, 'toaster': 3.11, 'sink': 340.65, 'dish rack': 285.46, 'microwave': 350.71}",[],drawer
51,10,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[424, 462], [449, 452], [465, 420], [490, 415], [494, 404], [513, 406], [515, 384], [429, 383]]",cabinet door,0.311,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,0.868,79.0,91.0,"{""above"": 57, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.3711, 'stove': 0.2569, 'oven': 0.2394, 'electronic kettle': 0.2817, 'toaster': 0.2633, 'sink': 0.0595, 'dish rack': 0.3222, 'microwave': 0.1241}","{'coffee machine': 177.81, 'stove': 164.74, 'oven': 167.44, 'electronic kettle': 135.34, 'toaster': 135.4, 'sink': 31.5, 'dish rack': 174.38, 'microwave': 58.64}",[],cabinet door
52,11,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[983, 12], [890, 75], [890, 118], [984, 67]]",cabinet door,0.309,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",above,1.128,106.0,94.0,"{""above"": null, ""below"": null, ""left"": 54, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.8157, 'stove': 0.7277, 'oven': 0.7078, 'electronic kettle': 0.7627, 'toaster': 0.7444, 'sink': 0.464, 'dish rack': 0.7763, 'microwave': 0.5097}","{'coffee machine': 158.16, 'stove': 150.63, 'oven': 151.16, 'electronic kettle': 140.29, 'toaster': 140.43, 'sink': 136.33, 'dish rack': 155.59, 'microwave': 129.14}",[],cabinet door
53,12,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[695, 428], [693, 530], [705, 545], [708, 444]]",cabinet door,0.34,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,7.8,117.0,15.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 49, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 44}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.5622, 'stove': 0.4375, 'oven': 0.4233, 'electronic kettle': 0.414, 'toaster': 0.3975, 'sink': 0.1416, 'dish rack': 0.5109, 'microwave': 0.1335}","{'coffee machine': 184.58, 'stove': 178.88, 'oven': 180.95, 'electronic kettle': 160.39, 'toaster': 161.55, 'sink': 191.39, 'dish rack': 183.08, 'microwave': 159.43}",[],cabinet door
54,13,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[884, 79], [823, 120], [824, 156], [885, 122]]",cabinet door,0.305,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",above,1.242,77.0,62.0,"{""above"": null, ""below"": null, ""left"": 58, ""right"": null, ""top_left"": null, ""top_right"": 52, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.7361, 'stove': 0.6468, 'oven': 0.6269, 'electronic kettle': 0.6826, 'toaster': 0.6643, 'sink': 0.3851, 'dish rack': 0.6961, 'microwave': 0.434}","{'coffee machine': 159.24, 'stove': 150.93, 'oven': 151.54, 'electronic kettle': 139.35, 'toaster': 139.48, 'sink': 133.84, 'dish rack': 156.44, 'microwave': 125.65}",[],cabinet door
55,14,images/kitchen/27_segmented_sun_alpduwskzkgbcfui.jpg,"[[955, 553]]",drawer,0.384,"[[0, 397], [1000, 397], [1000, 667], [0, 667]]",below,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.7787, 'stove': 0.651, 'oven': 0.6382, 'electronic kettle': 0.6077, 'toaster': 0.5932, 'sink': 0.3605, 'dish rack': 0.7268, 'microwave': 0.337}","{'coffee machine': 187.38, 'stove': 184.1, 'oven': 185.59, 'electronic kettle': 172.07, 'toaster': 173.15, 'sink': 193.33, 'dish rack': 186.53, 'microwave': 181.39}",[],drawer
